Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,AAHead_yaw,Head_pitch,Left_Shoulder_Pitch,Left_Shoulder_Roll,Left_Elbow_Pitch,Left_Elbow_Yaw,Left_Wrist_Pitch,Left_Wrist_Yaw,Left_Hand_Roll,Right_Shoulder_Pitch,Right_Shoulder_Roll,Right_Elbow_Pitch,Right_Elbow_Yaw,Right_Wrist_Pitch,Right_Wrist_Yaw,Right_Hand_Roll,Waist,Left_Hip_Pitch,Left_Hip_Roll,Left_Hip_Yaw,Left_Knee_Pitch,Left_Ankle_Pitch,Left_Ankle_Roll,Right_Hip_Pitch,Right_Hip_Roll,Right_Hip_Yaw,Right_Knee_Pitch,Right_Ankle_Pitch,Right_Ankle_Roll
42,-0.6309431791305542,3.249709367752075,68.91046142578125,0.5377556422562657,9.404459375695971,-90.50905088126112,-1.9662726,12.662209,-4.8802414,-72.124565,47.425056,-37.970173,0.3226143,5.3667865,2.4099483,-2.5715227,65.54745,54.154068,44.911068,-22.601358,-10.322742,-12.990112,1.0975996,-11.815014,3.2307997,11.823716,11.012344,-5.698017,-4.972287,-12.791988,-7.4620233,-24.628107,17.678001,-13.415856,6.1933436
43,-0.6493775844573975,3.313961982727051,68.92736053466797,0.5815056697020327,9.891377401391491,-90.46919431409626,-2.0322998,12.581186,-4.689039,-71.93866,46.86986,-37.97437,0.27268124,5.3032165,2.4466941,-2.6054132,65.41601,54.080395,44.988625,-22.58158,-10.246918,-13.00139,1.0859823,-12.543771,3.1921682,11.783219,11.104998,-5.5470114,-4.9281125,-13.877903,-7.7065454,-24.562624,18.516087,-13.631665,6.122581
44,-0.6622147560119629,3.3923919200897217,68.93850708007812,0.6201818473635718,10.38555224114487,-90.4414842605095,-2.0769835,12.486117,-4.488837,-71.744804,46.344418,-37.98478,0.16392776,5.2347674,2.4897642,-2.6381602,65.278076,53.98368,45.08964,-22.545948,-10.18438,-13.017226,1.0770886,-13.2922,3.156023,11.752796,11.198144,-5.384465,-4.8785257,-15.016201,-7.960206,-24.479689,19.402733,-13.8505945,6.0478806
45,-0.6774346232414246,3.4713387489318848,68.94622802734375,0.6521949052890867,10.883732508555207,-90.42829027380435,-2.094145,12.371503,-4.276564,-71.535736,45.855858,-38.00344,-0.03380101,5.158483,2.5467823,-2.6707067,65.13702,53.86341,45.211395,-22.488895,-10.140409,-13.042424,1.0711713,-14.067051,3.1363783,11.732116,11.333417,-5.23963,-4.8336325,-16.15486,-8.195379,-24.384665,20.268192,-14.05775,5.9661517
46,-0.6876088380813599,3.553199052810669,68.95014953613281,0.6799201861919332,11.387575928908342,-90.42571042557461,-2.0924494,12.238055,-4.050516,-71.31022,45.399612,-38.038208,-0.2943247,5.0804243,2.6087933,-2.70404,64.99339,53.718117,45.347404,-22.415665,-10.105381,-13.074898,1.0681508,-15.419296,3.2404585,11.68725,12.536222,-5.578624,-4.789504,-17.303837,-8.426635,-24.279285,21.12573,-14.253539,5.884932
47,-0.7000339031219482,3.640336513519287,68.94969940185547,0.7052978602124802,11.903469194812002,-90.43226615884645,-2.0801783,12.100345,-3.809571,-71.07228,44.96453,-38.09809,-0.5742541,5.0057507,2.664927,-2.7409844,64.8443,53.556286,45.50213,-22.337667,-10.072953,-13.106077,1.0678695,-16.768053,3.3450701,11.6499605,13.697219,-5.8910217,-4.7468624,-18.48656,-8.654984,-24.163055,22.002235,-14.449855,5.7963862
48,-0.7130632400512695,3.721388816833496,68.94593811035156,0.73017180040518,12.437785600926823,-90.44636716528655,-2.0655239,11.9720125,-3.5534363,-70.829346,44.5361,-38.188465,-0.82621956,4.939138,2.7043333,-2.7850428,64.685646,53.3873,45.681004,-22.26747,-10.036719,-13.126678,1.070166,-18.104498,3.4453363,11.621307,14.804008,-6.179683,-4.705774,-19.687319,-8.879327,-24.039385,22.874935,-14.64518,5.7068367
49,-0.7241517305374146,3.804259777069092,68.93907928466797,0.7557653173276436,12.985993150846891,-90.46557317445561,-2.0491807,11.850974,-3.2812555,-70.587296,44.11556,-38.30156,-1.0492573,4.8790464,2.7207274,-2.836823,64.51606,53.221767,45.878105,-22.218882,-9.998362,-13.125244,1.0768868,-19.432262,3.5368173,11.597941,15.858188,-6.4395657,-4.6620326,-20.909986,-9.105807,-23.910261,23.748386,-14.834124,5.616593
50,-0.7346568703651428,3.8958516120910645,68.9278564453125,0.7807259789411254,13.546846008918804,-90.49144058458508,-2.0274632,11.732328,-2.9937918,-70.34636,43.70501,-38.433376,-1.2595345,4.823517,2.7217317,-2.8963704,64.33777,53.055588,46.093613,-22.185066,-9.959833,-13.109215,1.0876038,-20.772005,3.6262116,11.57962,16.89074,-6.67864,-4.6162767,-22.167297,-9.3337555,-23.772913,24.63478,-15.016113,5.5211005
51,-0.7462686896324158,3.9880568981170654,68.91114807128906,0.8034092208812225,14.131117544177156,-90.52852445703226,-2.0016217,11.620731,-2.694682,-70.1041,43.296158,-38.59424,-1.4408288,4.776321,2.7176054,-2.967617,64.14825,52.877872,46.34056,-22.148209,-9.915207,-13.099346,1.0987363,-22.14398,3.7231717,11.572677,17.933666,-6.9177785,-4.5725775,-23.473116,-9.55995,-23.619894,25.547,-15.202373,5.4199986
52,-0.7607851028442383,4.069340229034424,68.8870849609375,0.8219988513550629,14.749974033048213,-90.58130298924603,-1.9727651,11.524067,-2.388045,-69.85763,42.880398,-38.794113,-1.5769441,4.741048,2.7178066,-3.0550652,63.94386,52.67792,46.63276,-22.09168,-9.859127,-13.115742,1.1065819,-23.577051,3.840306,11.58173,19.038406,-7.1889486,-4.536179,-24.837692,-9.780186,-23.444368,26.497095,-15.406898,5.3143287
